Dates,MSCI World Net Total Return Lo,Bloomberg Commodity Index,S&P GSCI Energy Official Close,S&P GSCI Industrial Metals Off,S&P GSCI Precious Metals Offic,S&P GSCI Agriculture Official,S&P GSCI Gold Official Close I,UK RPI MOM
30/08/1985,0.011799859,0.00325017,0.090233119,-0.006560777,0.027090517,-0.030869807,0.013723689,0.003
30/09/1985,-0.018394943,0.014416336,0.062039285,-0.040418189,-0.044941899,0.024776101,-0.03737545,-0.001
31/10/1985,0.041989216,0.037303448,0.063670208,0.015163204,0.00714228,0.067920663,-0.001222806,0.002
29/11/1985,0.038698053,-7.92E-05,-0.007413532,0.010664006,-0.000612675,0.005091276,-0.010342071,0.003
31/12/1985,0.046095291,-0.001299993,-0.089261116,0.037185802,0.000983503,0.06947988,0.011609287,0.001
31/01/1986,0.003643481,-0.060704597,-0.263732108,0.024161644,0.053692374,-0.040860635,0.053769703,0.002
28/02/1986,0.058038237,-0.070431049,-0.124302471,-0.023237694,-0.023941957,0.009778476,-0.033720447,0.004
31/03/1986,0.101364748,-0.016851624,-0.127224674,0.020834311,-0.03196499,0.066859508,-0.028699894,0.001
30/04/1986,-0.003517311,0.041697035,0.203978985,-0.062690569,0.034117581,0.031134658,0.039724652,0.01
30/05/1986,0.021939113,-0.030844905,-0.009288963,0.007184483,-0.006054427,-0.100305021,-0.011738863,0.002
30/06/1986,0.012217543,-0.036730591,-0.05756001,-0.045369213,0.000644096,-0.06094314,0.001727979,-0.001
31/07/1986,-0.013780445,-0.003107979,-0.128195106,-0.030654055,0.043185015,-0.001187315,0.044284051,-0.003
29/08/1986,0.084502048,0.061642395,0.306532855,-0.014212717,0.100375816,0.007110919,0.063834996,0.003
30/09/1986,-0.038603222,0.02433099,-0.082010689,0.047048567,0.051424511,0.037701297,0.092805167,0.005
31/10/1986,0.005729998,0.000215608,-0.034668517,-0.039213576,-0.036364684,0.00927362,-0.056538179,0.002
28/11/1986,0.02965697,-0.008526504,-0.000850355,0.029008448,-0.057464516,0.005791682,-0.034034803,0.008
31/12/1986,0.010811736,0.013826216,0.150145773,0.00163856,0.021114103,-0.036910291,0.030647611,0.003
30/01/1987,0.093283634,0.025469785,0.055944079,-0.012263377,0.013574754,0.01752555,-0.004220364,0.004
27/02/1987,0.027479049,-0.04597895,-0.124133422,0.041306305,-0.004959542,-0.000509514,-0.00366776,0.004
31/03/1987,0.038718272,0.049405466,0.144605296,-0.014984554,0.041787903,-0.024308079,0.026689146,0.002
30/04/1987,0.040459492,0.064362847,0.010546495,-0.002405095,0.101733565,0.080748816,0.079962606,0.012
29/05/1987,0.013650305,0.019421299,0.050263458,0.060337412,-0.023131475,0.017194198,-0.01283416,0.001
30/06/1987,0.007435688,0.005232617,0.055487822,0.108953643,-0.018522519,-0.034505116,-0.00833396,0
31/07/1987,0.030871688,0.00808298,0.061008517,0.093773012,0.050484948,-0.035487646,0.026881476,-0.001
31/08/1987,0.034091732,-0.035232388,-0.065684973,-0.020155639,-0.045099957,0.004806462,-0.034519239,0.003
30/09/1987,-0.005062801,0.012016754,0.010761561,0.061917315,-0.006708373,0.011866508,0.000218133,0.003
30/10/1987,-0.196078901,0.005036341,0.031872373,0.030093439,-0.000160848,0.013615281,0.027026283,0.005
30/11/1987,-0.054245617,0.016318562,-0.058608253,0.377494822,0.029019328,0.045465977,0.042038645,0.005
31/12/1987,0.000746482,-0.027579401,-0.075335402,0.246575934,-0.023986132,-0.007754579,-0.016693758,-0.001
29/01/1988,0.056810354,0.007005407,0.021964383,-0.248429816,-0.072700769,0.020493354,-0.073681366,0
29/02/1988,0.059905877,-0.020260069,-0.034324712,-0.011495002,-0.044928356,-0.020013411,-0.058015529,0.004
31/03/1988,0.006905325,0.035833143,0.066596274,0.220162805,0.061227647,-0.008827923,0.049606955,0.004
29/04/1988,0.015897225,0.022040046,0.062877239,-0.099595415,-0.015829982,0.004939909,-0.011573993,0.016
31/05/1988,-0.015136576,0.040027056,-0.012921527,0.017837266,0.028565328,0.089893967,0.00598206,0.004
30/06/1988,0.039527064,0.034580889,-0.11041873,0.174543105,-0.048818401,0.171778634,-0.048064254,0.004
29/07/1988,0.018338403,-0.054013297,0.078822504,-0.051020258,-0.010315119,-0.11403446,-0.00304517,0.001
31/08/1988,-0.040056216,-0.005763106,-0.060679838,0.125354691,-0.015783701,0.032096322,-0.016544122,0.011
30/09/1988,0.035469891,-0.05469502,-0.081775418,0.085147754,-0.086355091,-0.020788376,-0.09252054,0.005
31/10/1988,0.022083504,0.014887051,0.082847162,0.287865574,0.046060036,0.006581795,0.039829653,0.01
30/11/1988,0.015331872,0.019170229,0.131780223,0.124752719,0.029881233,-0.003392218,0.022786326,0.005
30/12/1988,0.024524101,0.055236667,0.103631386,0.018796844,-0.056453712,0.054120459,-0.040269724,0.003
31/01/1989,0.061287868,-0.018507596,0.015703049,0.054613012,-0.043591551,-0.033046511,-0.052519386,0.006
28/02/1989,-0.017762918,0.02062642,0.073397284,-0.028945304,-0.002966806,0.003885134,-0.013643109,0.007
31/03/1989,0.020243714,0.032682355,0.162634843,0.010670735,-0.01468699,-0.027040049,-0.012984193,0.004
28/04/1989,0.024031499,0.007533376,0.052864764,0.065335471,-0.020536088,7.51E-05,-0.024359085,0.018
31/05/1989,0.020293967,-0.029790342,-0.01405106,-0.144086763,-0.053697877,-0.025770369,-0.046786799,0.006
30/06/1989,-0.01294547,0.022039249,0.013761718,-0.076806537,0.02018124,0.051131294,0.029467728,0.003
31/07/1989,0.077555818,-0.038321166,-0.044561343,0.073147149,-0.011122187,-0.058052569,-0.01733249,0.001
31/08/1989,0.007698244,0.021428738,0.05763027,0.185437186,-0.040290757,-0.004424316,-0.035119076,0.003
29/09/1989,0.005690304,0.025461755,0.099204865,-0.046917241,0.023514424,0.01262521,0.018061307,0.007
31/10/1989,-0.025610521,-0.009444936,-0.027024531,-0.072416566,0.007743355,-0.013614091,0.015054139,0.008
30/11/1989,0.037007649,0.016226907,0.004107461,-0.042544435,0.084012809,0.002250555,0.092831911,0.009
29/12/1989,0.02509835,0.030046886,0.175924837,-0.01844983,-0.03764641,-0.015627911,-0.029461386,0.003
31/01/1990,-0.049567097,-0.00683205,-0.01294845,-0.073308701,0.018055504,-0.0227843,0.018427331,0.006
28/02/1990,-0.03187831,0.014606627,-0.041933105,0.117760478,-0.019134811,0.022386177,-0.021302356,0.006
30/03/1990,-0.03937266,0.003077854,-0.026822497,0.130715975,-0.085488323,0.016616958,-0.095162986,0.01
30/04/1990,-0.015306993,-0.001926651,-0.075018351,-0.052579005,-0.010396966,0.045835589,-0.009600081,0.03
31/05/1990,0.087608661,-0.020398716,-0.023840101,0.017906164,-0.006527798,-0.03593108,-0.020064491,0.009
29/06/1990,-0.016285287,-0.008678536,-0.040464955,0.059366338,-0.023427197,-0.003096245,-0.023603576,0.004
31/07/1990,-0.017116254,0.033626356,0.170987613,0.092982421,0.017440672,-0.088565237,0.028753387,0.001
31/08/1990,-0.103177523,0.08924414,0.366456627,0.070799029,0.016340694,-0.051549746,0.026371991,0.01
28/09/1990,-0.116875761,0.131516425,0.369228818,-0.048077041,0.018819726,-0.010598911,0.048560892,0.009
31/10/1990,0.064036958,-0.058538759,-0.094944517,-0.025673598,-0.062665381,-0.027025074,-0.065670437,0.008
30/11/1990,-0.009111925,-0.054023236,-0.104676116,-0.049181702,-0.004493604,-0.024042808,0.001746428,-0.002
31/12/1990,0.028011338,-0.008095704,-0.050074095,0.091035924,0.016089016,-0.0111088,0.027223722,-0.001
31/01/1991,0.022216536,-0.080718065,-0.17991937,-0.07323701,-0.077013377,0.003189428,-0.077326293,0.002
28/02/1991,0.101282023,0.015834363,-0.013371512,0.055415222,0.005745273,0.02074911,0.001357207,0.005
29/03/1991,0.016146218,0.002313784,0.062558492,-0.059678077,-0.029748011,0.009024797,-0.034153676,0.004
30/04/1991,0.003849031,-0.000729256,0.051393263,-0.0337778,-0.001156218,-0.023379223,-0.004729932,0.013
31/05/1991,0.025598957,-0.015595183,0.015136146,-0.080284721,0.004226784,-0.007747838,0.012231858,0.003
28/06/1991,-0.050156306,-0.028957045,-0.036212931,0.044328479,0.017578159,-0.044809625,0.014253736,0.004
31/07/1991,0.037033701,0.037559683,0.068635765,-0.019393889,-0.026509879,0.07486271,-0.016473751,-0.002
30/08/1991,-0.005452563,-0.002896044,0.04162809,-0.002629958,-0.053330902,-0.007257125,-0.048272792,0.002
30/09/1991,0.004394282,0.008427025,-0.009383182,-0.037163386,0.021160908,0.00659078,0.012467571,0.004
31/10/1991,0.014875194,0.004661116,0.061470816,0.002743699,0.006774104,0.021367057,0.006157875,0.004
29/11/1991,-0.051967797,-0.028998639,-0.077624376,-0.01494591,0.019727998,-0.020173225,0.024326559,0.004
31/12/1991,0.04276128,-0.045350258,-0.135987533,-0.011888877,-0.049968656,0.041094724,-0.042846154,0.001
31/01/1992,-0.003624803,0.016537328,0.010366317,0.038134942,0.016698975,0.022628517,0.004683452,-0.001
28/02/1992,-0.004400104,-0.002857124,-0.020703631,0.050953211,-0.01132253,-0.031300631,-0.013374204,0.005
31/03/1992,-0.037813716,0.005569164,0.015425866,0.00091192,-0.022562764,-0.019318631,-0.030383494,0.003
30/04/1992,0.013132597,0.005047833,0.06356326,0.000365244,-0.025593432,-0.02693049,-0.021998018,0.015
29/05/1992,0.019302718,0.031094518,0.049300295,0.004640682,0.005141728,0.009951599,-0.003145758,0.004
30/06/1992,-0.050360977,0.000808653,-0.037342171,0.02883391,0.016869944,-0.003387219,0.017731595,0
31/07/1992,-0.003215557,-0.00630388,-0.001661932,0.019933901,0.027448895,-0.086627104,0.038578496,-0.004
31/08/1992,0.004922934,-0.013333333,-0.001291895,-0.009294185,-0.047853031,-0.021707173,-0.0445491,0.001
30/09/1992,-9.39E-05,0.012258958,0.005956974,-0.051998437,0.012023042,0.011041662,0.011874346,0.004
30/10/1992,0.008712762,-0.031752256,-0.038102411,-0.076795848,-0.02502465,0.007729847,-0.026617623,0.004
30/11/1992,0.033341237,-0.011077566,-0.054195182,0.000292575,-0.010698598,0.038030691,-0.017420052,-0.001
31/12/1992,0.009797463,-0.003307272,-0.009731679,0.024492454,-0.011009961,-0.01756131,-0.007153829,-0.004
29/01/1993,0.004724346,-0.004329169,0.014649895,-0.033256386,-0.004753329,0.011431003,-0.010400373,-0.009
26/02/1993,0.019199791,0.010045245,0.004558688,-0.02714096,-0.010400738,-0.00564131,-0.004838062,0.007
31/03/1993,0.040991049,0.02096047,-0.006207742,-0.030133144,0.033737236,0.043465963,0.027171983,0.004
30/04/1993,0.026893392,0.006824484,-0.002390533,-0.055267183,0.06287323,-0.008160466,0.052756082,0.009
31/05/1993,0.014481994,-0.020144077,-0.03708779,-0.029965335,0.053368008,-0.046553766,0.05961974,0.004
30/06/1993,-1.13E-05,-0.006028977,-0.065082913,0.054315603,-0.007116147,-0.010969111,-0.002893688,-0.001
30/07/1993,0.025643536,0.014646264,-0.057534882,-0.014266283,0.084801183,0.036336335,0.073313986,-0.002
31/08/1993,0.040880395,-0.019753122,0.024205167,-0.045493488,-0.088248723,-0.016231214,-0.086554851,0.004
30/09/1993,-0.020160081,-0.025783436,0.008108535,-0.077450083,-0.063564267,0.0177331,-0.049507833,0.004
29/10/1993,0.03914686,-0.014713814,-0.100308035,-0.015301806,0.037742652,0.031043328,0.035003508,-0.001
30/11/1993,-0.051757728,-0.013404317,-0.106001412,-0.000603331,-5.60E-05,0.041966818,0.000910732,-0.001
31/12/1993,0.056626408,0.011880604,-0.097071117,0.081377533,0.066256808,0.060060298,0.053777063,0.002
31/01/1994,0.05626345,0.034355353,0.156788465,0.057445638,-0.023365237,-0.007657367,-0.026149825,-0.004
28/02/1994,-0.027114472,-0.010198431,-0.044075849,0.023851569,0.006215061,-0.005013912,-0.002867987,0.006
31/03/1994,-0.049932534,-0.000818173,-0.004979716,-0.008771565,0.036084183,-0.026394233,0.024837891,0.003
29/04/1994,0.023115655,0.018157102,0.065230676,0.008342977,-0.048022141,0.006228491,-0.041845968,0.012
31/05/1994,0.009465455,0.049819214,0.032686966,0.076653198,0.022929363,0.037556901,0.024674438,0.003
30/06/1994,-0.026950441,0.024786475,0.054100952,0.052717532,-0.008441201,-0.019715426,-0.006922079,0
29/07/1994,0.023369136,0.01010853,0.017172166,0.004329176,-0.004859363,-0.017371635,-0.011098105,-0.005
31/08/1994,0.028153784,-0.030477692,-0.135152044,0.031469412,0.001986096,0.03440726,0.004111801,0.005
30/09/1994,-0.036399567,-0.00233783,-0.015314478,0.013652155,0.017150085,0.008615196,0.017400146,0.002
31/10/1994,0.014222518,0.003837313,-0.007351609,0.106612538,-0.033514572,-0.016070962,-0.031941943,0.001
30/11/1994,-0.026847761,-0.0065572,-0.057360957,0.074858952,-0.02031519,-0.002810029,-0.010551827,0.001
30/12/1994,0.010133335,0.023383246,-0.004650107,0.032305738,0.002388213,0.047722972,-0.000259977,0.005
31/01/1995,-0.02131732,-0.010777635,-0.042627126,0.032588399,-0.027650904,-0.038522264,-0.027019855,0
28/02/1995,0.004623984,-0.005810627,0.023352167,-0.132872735,-0.002566729,0.024890111,0.001587232,0.006
31/03/1995,0.003432523,0.019691113,0.033888225,0.040196359,0.049267434,-0.013320715,0.034313752,0.004
28/04/1995,0.029134356,0.015474093,0.045836657,-0.030803369,-0.005061699,0.01803756,-0.014708928,0.01
31/05/1995,0.014528502,-0.012034172,-0.03344024,0.011206934,-0.018887928,0.024132245,-0.010692739,0.004
30/06/1995,-0.003151108,-0.014488843,-0.080569823,0.017143322,-0.008346875,0.052390781,-0.005160189,0.001
31/07/1995,0.055771978,0.01464815,0.024388222,0.021586724,-0.012270291,0.01640429,-0.009414703,-0.005
31/08/1995,0.015804425,0.012314248,0.032711661,-0.030941192,0.003652834,0.022627525,-0.003860503,0.005
29/09/1995,0.022431808,0.005183605,-0.021383525,-0.012089188,-4.02E-05,0.032166744,-0.001034435,0.005
31/10/1995,-0.009511384,0.003786059,0.006702833,-0.033967202,-0.010561714,0.021928216,-0.005691614,-0.005
30/11/1995,0.040342884,0.011072488,0.048799381,0.005176359,0.00342501,-0.009557039,0.006723158,0
29/12/1995,0.029302701,0.04841877,0.17800488,0.00143804,-0.00586843,0.036456979,-0.001285762,0.006
31/01/1996,0.036854121,0.002482681,-0.011579173,-0.040260424,0.050385906,0.032178031,0.047562814,-0.003
29/02/1996,-0.002067646,0.017314693,0.063245177,-0.00280787,-0.018168828,0.003972759,-0.0178717,0.005
29/03/1996,0.019668755,0.043401556,0.108845885,0.025595147,-0.013544868,0.014226876,-0.014173383,0.004
30/04/1996,0.026254113,0.044367134,0.051871154,-0.011850786,-0.015379449,0.107601099,-0.012298444,0.007
31/05/1996,0.004470461,-0.008817849,-0.023142875,-0.022039617,-0.002592308,-0.016022739,-0.004484182,0.002
28/06/1996,0.007040017,-0.005623385,0.104566478,-0.096236146,-0.036341034,-0.037691063,-0.032455108,0.001
31/07/1996,-0.046617485,-0.018849745,-0.073228458,0.001008009,0.019005176,-0.06407215,0.016094312,-0.004
30/08/1996,0.014625186,0.044098404,0.026277979,0.010804917,-0.005789628,0.040750461,-0.004577988,0.005
30/09/1996,0.049895059,0.000662925,0.092338487,-0.074804054,-0.032344258,-0.065612757,-0.02760178,0.005
31/10/1996,0.005380455,-0.018144953,0.02755364,0.03265726,-0.004907876,-0.095018084,-0.003678783,0
29/11/1996,0.056072351,0.051511576,0.110198599,0.064994744,-0.015239163,0.02776558,-0.015604666,0.001
31/12/1996,-0.012572377,0.009185221,0.009180302,-0.018634952,-0.014610442,-0.00320023,-0.015467274,0.003
31/01/1997,0.038315024,0.002026315,-0.036219708,0.053113006,-0.057908715,0.005492602,-0.067474593,0
28/02/1997,0.015537624,0.006540111,-0.162226853,0.046802959,0.061596717,0.076076638,0.055202502,0.004
31/03/1997,-0.0192972,0.016356152,0.008896172,-0.001212418,-0.040018518,0.039794786,-0.036509834,0.003
30/04/1997,0.045781254,0.003530646,0.019841861,-0.011280547,-0.039175444,0.037501402,-0.036157822,0.006
